20002	16	0	32	32	10

#WHIP LEFT
30001	0	0	240	66	20
30002	240	0	480	66	20
30003	480	0	720	66	20

#WHIP RIGHT
30004	480	0	720	66	50
30005	240	0	480	66	50
30006	0	0	240	66	50

#EFFECT
40001	0	0	32	60	30
40002	32	0	64	60	30
40003	64	0	96	60	30

#DAGGER
50001	0	0	32	18	60
50002	0	0	32	18	80

#AXE
60001	0	0	30	28	90
60002	30	0	60	28	90
60003	60	0	90	28	90
60004	90	0	120	28	90

#HEART
70001	0	0	24	20	100

#CHAIN
80001	0	0	32	32	101

#BOOMERANG
90001	0	0	28	28	102
90002	28	0	56	28	102
90003	56	0	84	28	102

#HOLYWATER
1001	0	0	32	26	103
1002	32	0	64	26	103
1003	64	0	96	26	103

#BLACKKNIGHT
2001	160	1	192	64	106
2002	193	0	225	64	106
2003	226	1	258	64	106
2004	64	1	97	64	107
2005	32	0	63	64	107
2006	0	1	31	64	107

#VAMPIREBAT
3001	450	31	474	62	108
3002	414	31	447	62	108
3003	381	31	414	62	108
3004	349	31	382	62	108
3005	477	31	510	62	108
3006	510	31	543	62	108
3007	542	31	575	62	108

#ELEVATOR
4001	0	0	64	16	110

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON =========
100	10001	100
101	10011	100	10012	100	10013	100	10014	100
102	10021	100
103	10031	100
104	10041	100	10042	100	10043	100
105	10051	100	10052	100	10053	100
106	10061	100
107	10071	100	10072	100	10073	100	10074	100
108	10081	100
109	10091	100
110	10101	100	10102	100	10103	100
111	10111	100	10112	100	10113	100
112	10121	100	10122	100	10123	100
113	10131	100	10132	100	10133	100
114	10141	100	10142	100
115	10151	100	10152	100
116	10161	100	10162	100	10163	100
117	10171	100	10172	100	10173	100
118	10181	100	10182	100
119	10191	100	10192	100
120	10201	100	10202	100	10203	100
121	10211	100	10212	100	10213	100
122	10311	100
123	10411	100
124	10511	100
125	10611	100

# SMALL_CANDLE
200	20001	100	20002	100

#WHIP
300	30001	100	30002	100	30003	100
301	30004	100	30005	100	30006	100

#EFFECT
400	40001	100	40002	100	40003	100

#DAGGER
500	50001	100
501	50002	100

#ITEM
#AXE
600	60001	100
#HEART
601	70001	100
#CHAIN
602	80001	100

#WEAPON
#AXE
700	60001	100	60002	100	60003	100	60004	100
#BOOMERANG
800	90001	100	90002	100	90003	100
#HOLYWATER
900	1001	100	1002	100	1003	100
901	1002	100	1003	100

#BLACKKNIGHT
1000	2001	100
1001	2002	200	2003	200
1002	2004	100
1003	2005	200	2006	200

#VAMPIREBAT
2000	3001	100
2001	3002	100	3003	100	3004	100
2002	3005	100	3006	100	3007	100

#ELEVATOR
3000	4001	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
1	100	101	107	102	103	104	104	105	106	108	109	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125
# CANDLE
2	200	400
# WHIP
3	300	301
# ITEM : 0 = DAGGER , 1 = AXE , 2 = HEART , 3 = CHAIN
4	500	600	601	602
# WEAPON : 0 = DAGGER LEFT , 1 = DAGGER RIGHT , 2 = AXE , 3 = BOOMERANG , 4 = HOLYWATER, 5 = FIRE
5	500	501	700	800	900	901
# BLACKKNIGHT
6	1000	1001	1002	1003	400
# VAMPIREBAT
7	2000	2001	2002	400
# ELEVATOR
8	3000

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground, 2 = Candle, 3 = Whip , 4 = Item
# SMALLCANDLE
# type	x	y	ani_set_id	type_of_item
10	918	32	2	0
10	790	32	2	0
10	662	32	2	0
10	534	32	2	0
10	406	32	2	0
10	278	32	2	0
10	150	32	2	0

# SIMON
0	900	100	1

# --- GROUND ----
# type	l	t	ani_set_id	r	b
1	896	224	0	1024	384
1	960	0	0	1024	384
1	704	162	0	894	194
1	704	194	0	736	290
1	640	288	0	770	316
1	576	222	0	640	255
1	384	158	0	576	190
1	190	158	0	318	576
1	128	224	0	192	256
1	0	158	0	64	384

# ITEM
# item_type: 0 = DAGGER , 1 = AXE , 2 = HEART , 3 = CHAIN
# type	x	y	ani_set_id	type_of_item
# 4	176	255	4	3

# UPSTAIR
# type	l	t	ani_set_id	r	b	nx
# 6	325	172	0	375	222	-1

# DOWNSTAIR
# type	l	t	ani_set_id	r	b	nx
# 7	119	108	0	169	158	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	0	64	0	32	160	4

# ENEMIES
# type	x	y	ani_set_id	minX	maxX
8	654	224	6	640	672
8	200	98	6	192	288
9	594	30	7

# ELEVATOR
# type	x	y	ani_set_id	minX	maxX
11	65	164	8	65	125
