#stand on downstair right
10511	300	64	360	128	40
#stand on downstair left
10611	120	64	180	128	0
#injured right
10711	420	64	480	128	40
#injured left
10811	0	64	60	128	0
#die right
10911	180	198	240	262	40
#die left
11011	240	198	300	262	0

#CANDLE
20001	0	0	16	32	10
20002	16	0	32	32	10

#WHIP LEFT
30001	0	0	240	66	20
30002	240	0	480	66	20
30003	480	0	720	66	20
30007	0	66	240	132	20
30008	240	66	480	132	20
30009	480	66	720	132	20
30010	0	132	240	198	20
30011	240	132	480	198	20
30012	480	132	720	198	20
30013	0	198	240	264	20
30014	240	198	480	264	20
30015	480	198	720	264	20
30016	0	264	240	330	20
30017	240	264	480	330	20
30018	480	264	720	330	20
30019	0	330	240	396	20
30020	240	330	480	396	20
30021	480	330	720	396	20

#WHIP RIGHT
30004	480	0	720	66	50
30005	240	0	480	66	50
30006	0	0	240	66	50
30022	480	66	720	132	50
30023	240	66	480	132	50
30024	0	66	240	132	50
30025	480	132	720	198	50
30026	240	132	480	198	50
30027	0	132	240	198	50
30028	480	198	720	264	50
30029	240	198	480	264	50
30030	0	198	240	264	50
30031	480	264	720	330	50
30032	240	264	480	330	50
30033	0	264	240	330	50
30034	480	330	720	396	50
30035	240	330	480	396	50
30036	0	330	240	396	50

#EFFECT
40001	0	0	32	60	30
40002	32	0	64	60	30
40003	64	0	96	60	30

#DAGGER
50001	0	0	32	18	60
50002	0	0	32	18	80

#AXE
60001	0	0	30	28	90
60002	30	0	60	28	90
60003	60	0	90	28	90
60004	90	0	120	28	90

#HEART
70001	0	0	24	20	100

#CHAIN
80001	0	0	32	32	101

#BOOMERANG
90001	0	0	28	28	102
90002	28	0	56	28	102
90003	56	0	84	28	102

#HOLYWATER
1001	0	0	32	26	103
1002	32	0	64	26	103
1003	64	0	96	26	103

# GHOST
2001	149	31	181	63	106
2002	182	31	213	63	106
2003	0	0	0	0	106

# FLEAMAN
3001	542	31	572	62	108
3002	572	31	603	62	108

#SMALLHEART
4001	0	0	16	16	110

#MONEY
5001	0	0	30	30	111
5002	30	0	60	30	111
5003	60	0	90	30	111

#TRIPPLESHOT
6001	0	0	28	28	113

#HOLYWATER
7001	0	0	28	28	114

#SKELETON
#RIGHT
8001	348	0	380	63	108
8002	380	0	412	63	108
8003	269	32	298	63	108
8004	302	32	332	63	108
8005	334	32	346	63	108

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON =========
100	10001	100
101	10011	100	10012	100	10013	100	10014	100
102	10021	100
103	10031	100
104	10041	100	10042	100	10043	100
105	10051	100	10052	100	10053	100
106	10061	100
107	10071	100	10072	100	10073	100	10074	100
108	10081	100
109	10091	100
110	10101	100	10102	100	10103	100
111	10111	100	10112	100	10113	100
112	10121	100	10122	100	10123	100
113	10131	100	10132	100	10133	100
114	10141	100	10142	100
115	10151	100	10152	100
116	10161	100	10162	100	10163	100
117	10171	100	10172	100	10173	100
118	10181	100	10182	100
119	10191	100	10192	100
120	10201	100	10202	100	10203	100
121	10211	100	10212	100	10213	100
122	10311	100
123	10411	100
124	10511	100
125	10611	100
126	10711	100
127	10811	100
128	10911	100
129	11011	100

# CANDLE
200	20001	100	20002	100

# WHIP
300	30001	100	30002	100	30003	100
301	30004	100	30005	100	30006	100
302	30007	100	30008	100	30009	100
303	30022	100	30023	100	30024	100
304	30010	25	30011	25	30012	25	30013	25	30014	25	30015	25	30016	25	30017	25	30018	25	30019	25	30020	25	30021	25
305	30025	25	30026	25	30027	25	30028	25	30029	25	30030	25	30031	25	30032	25	30033	25	30034	25	30035	25	30026	25

# EFFECT
400	40001	100	40002	100	40003	100

# DAGGER
500	50001	100
501	50002	100

# ITEM
# AXE
600	60001	100
# HEART
601	70001	100
# CHAIN
602	80001	100
# MONEY
603	5001	100	5002	100	5003	100
# SMALLHEART
604	4001	100
# TRIPPLESHOT
605	6001	100
# HOLYWATER
606	7001	100

# WEAPON
# AXE
700	60001	100	60002	100	60003	100	60004	100
# BOOMERANG
800	90001	100	90002	100	90003	100
# HOLYWATER
900	1001	100	1002	100	1003	100
901	1002	100	1003	100
# BONE
902	8003	100	8004	100	8005	100

# GHOST
1000	2001	100	2002	100
1001	2003	100

# FLEAMAN
2000	3001	100	3002	100
2001	3002	100

#SKELETON
3000	8002	100
3001	8001	200	8002	200

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
1	100	101	107	102	103	104	104	105	106	108	109	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129
# CANDLE
2	200	400
# WHIP
3	300	301	302	303	304	305
# ITEM : 0 = DAGGER , 1 = AXE , 2 = HEART , 3 = CHAIN, 4 = BOOMERANG, 5 = MONEY, 6 = SMALLHEART, 7 = TRIPPLESHOT, 8 = HOLYWATER
4	500	600	601	602	800	603	604	605	606
# WEAPON : 0 = DAGGER LEFT , 1 = DAGGER RIGHT , 2 = AXE , 3 = BOOMERANG , 4 = HOLYWATER, 5 = FIRE
5	500	501	700	800	900	901	902
# GHOST
6	1000	400	1001
# FLEAMAN
7	2000	2001	400
# SKELETON
8	3000	3001	400

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Ground, 2 = Candle, 3 = Whip , 4 = Item, 8 = BlackKnight

# SMALLCANDLE
# type	x	y	ani_set_id	type_of_item
10	1336	288	2	0
10	1208	288	2	1
10	1080	288	2	2
10	952	288	2	3
10	824	288	2	4
10	696	288	2	5
10	568	288	2	6
10	440	288	2	7
10	182	256	2	8
10	312	126	2	9

# SIMON
0	1414	238	1

# --- GROUND ----
# type	l	t	ani_set_id	r	b
1	128	318	0	256	350	11
1	256	350	0	1536	382	12
1	50	256	0	128	288	13
1	0	0	0	64	384	14
1	188	192	0	386	224	15
1	576	256	0	640	288	16
1	832	256	0	896	288	17
1	1344	318	0	1536	350	18

# ITEM
# item_type: 0 = DAGGER , 1 = AXE , 2 = HEART , 3 = CHAIN
# 4 = BOOMERANG, 5 = MONEY, 6 = SMALLHEART, 7 = TRIPPLESHOT, 8 = HOLYWATER
# type	x	y	ani_set_id	type_of_item
4	1336	288	4	7	19
4	1208	288	4	6	20
4	1080	288	4	8	21
4	952	288	4	5	22
4	824	288	4	6	23
4	696	288	4	6	24
4	568	288	4	5	25
4	440	288	4	6	26
4	182	256	4	5	27
4	312	126	4	2	28

# UPSTAIR
# type	l	t	ani_set_id	r	b	nx
# 6	325	172	0	375	222	1

# DOWNSTAIR
# type	l	t	ani_set_id	r	b	nx
7	302	156	0	352	190	-1	29

# ENEMIES
# type	x	y	ani_set_id
12	1288	288	6
13	864	224	7
13	608	224	7
13	352	158	7
15	80	180	8	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	128	0	0	178	50	5	35

[GRID]
textures\map\GridScene3.txt
